Cantidad de simbolos = 4153
Longitud media = 9.394061652902844
Rendimiento = 0.9912673261159609
Redundancia = 0.008732673884039088

Diccionario de Codificación por Shannon-Fano

SIMBOLO				CODIFICACION
esposas				11010011011011
ventero-,				11010011011100
creer,				11010011011101
incita,				11010011011110
desdichada				11010011011111
nigromante				1101001110000
esforzados				11010011100010
cargar				11010011100011
Milán,				11010011100100
año,				11010011100101
proa,				11010011100110
ellas.				11010011100111
-Estoy				11010011101000
-¡No,				11010011101001
pertrechos,				11010011101010
ofreciere,				11010011101011
acabamos				11010011101100
descolgándose				11010011101101
olvidándose				11010011101110
piden				11010011101111
ponga				11010011110000
enclavijadas				11010011110001
mancebo				11010011110010
apearse				11010011110011
salutación				11010011110100
comodidad;				11010011110101
fue,				11010011110110
era;				11010011110111
venturosa				11010011111000
intereses				11010011111001
merecía				11010011111010
esperaba.				11010011111011
hacen				11010011111100
carecieron				11010011111101
rienda,				11010011111110
María				11010011111111
letras...,				1101010000000
honesto				11010100000010
tuyo				11010100000011
desprecias;				11010100000100
cargaba				11010100000101
haberse				11010100000110
estarse				11010100000111
éstas				11010100001000
número,				11010100001001
hallaréis				11010100001010
priesa,				11010100001011
Venecia,				11010100001100
ausente				11010100001101
arrepentimiento.				11010100001110
ordena				11010100001111
allegados				1101010001000
advertía				11010100010010
reñida				11010100010011
fenecer,				11010100010100
madura				11010100010101
hace,				11010100010110
ejercitan				11010100010111
quite				11010100011000
convendrá				11010100011001
ditado,				11010100011010
portezuelo				11010100011011
allá				11010100011100
acomodé				11010100011101
sabéis				11010100011110
industria,				11010100011111
ésta;				1101010010000
cabreros,				11010100100010
Perdióse,				11010100100011
pecado,				11010100100100
oyéndolo				11010100100101
hilas,				11010100100110
«Iglesia,				11010100100111
aviso				11010100101000
-¿Sábese,				11010100101001
dirá				11010100101010
proas				11010100101011
remo,				11010100101100
razones:				11010100101101
conciencia				11010100101110
pintado,				11010100101111
costumbre				11010100110000
alzando				11010100110001
desmayada;				11010100110010
ejecución.				11010100110011
trazas				11010100110100
dispuesta.				11010100110101
romperme				11010100110110
desmayada.				11010100110111
justicia				11010100111000
desmayada,				11010100111001
convertida				11010100111010
acuerdas,				11010100111011
socorrida,				11010100111100
pecados				11010100111101
Micomicona				11010100111110
meses				11010100111111
volvió.				1101010100000
ellas;				11010101000010
tropa				11010101000011
rostro;				11010101000100
solos				11010101000101
juraba				11010101000110
fuente.				11010101000111
acaecimientos				11010101001000
siente				11010101001001
asombrado.				11010101001010
lastimosa				11010101001011
asombrado,				11010101001100
desventurado				11010101001101
encargándonos				11010101001110
sirve				11010101001111
quitó,				11010101010000
desembarcadero,				11010101010001
gritando				11010101010010
cosa.				11010101010011
aparato				11010101010100
Llegó,				11010101010101
vinieron				11010101010110
permitiese				11010101010111
conversación				11010101011000
alborotes,				11010101011001
obedecían,				11010101011010
fanales.				11010101011011
defendían				11010101011100
desmayado				11010101011101
impida				11010101011110
yedra,				11010101011111
procuraré				1101010110000
ricos,				11010101100010
tampoco				11010101100011
semejante,				11010101100100
lloraba,				11010101100101
mano.				11010101100110
cumplido.				11010101100111
lléguese				11010101101000
colegir				11010101101001
bendición,				11010101101010
-Dejadme,				11010101101011
tomen;				11010101101100
marqués				11010101101101
persuadir				11010101101110
suyas,				11010101101111
Sí,				11010101110000
alborotado,				11010101110001
respondiese;				11010101110010
descanso,				11010101110011
desear				11010101110100
espanto,				11010101110101
presa				11010101110110
detrás				11010101110111
respondiese,				11010101111000
Sancho-:				11010101111001
Italia.				11010101111010
ducados;				11010101111011
semejantes				11010101111100
Sancho-;				11010101111101
esperaban				11010101111110
mandaba,				11010101111111
«-Hijos,				1101011000000
Sancho-.				11010110000010
estaban;				11010110000011
aproveche.				11010110000100
próspero				11010110000101
beldad				11010110000110
estuvieron				11010110000111
esperaba;				11010110001000
miedo				11010110001001
Diego				11010110001010
mano;				11010110001011
yerros;				11010110001100
talle,				11010110001101
acariciar				11010110001110
hallo				11010110001111
pasajero				11010110010000
llanto,				11010110010001
imposible;				11010110010010
Santidad				11010110010011
ducados,				11010110010100
tiernas				11010110010101
Llegada,				11010110010110
pagados				11010110010111
reían				11010110011000
cansancio.				11010110011001
(en				11010110011010
Dame				11010110011011
lienzo				11010110011100
donaire:				11010110011101
paja				11010110011110
-Vístesos				11010110011111
generoso,				1101011010000
siglos				11010110100010
desigualdad				11010110100011
malandrín,				11010110100100
milagroso,				11010110100101
persuadieron				11010110100110
casaca				11010110100111
congojóse				11010110101000
¡zas!,				11010110101001
debéis				11010110101010
corrillos				11010110101011
camaranchón				11010110101100
Estando				11010110101101
sucedía				11010110101110
-señalando				11010110101111
pluma				11010110110000
oídos				11010110110001
gaudeamus				11010110110010
sigue.				11010110110011
vais,				11010110110100
escuchando				11010110110101
Parecióle				11010110110110
teniéndole				11010110110111
horadación				11010110111000
vencido				11010110111001
varas;				11010110111010
nubes				11010110111011
eterna,				11010110111100
borrarle				11010110111101
-Venciste,				11010110111110
galeras				11010110111111
legua				1101011100000
Palía,				11010111000010
chimenea,				11010111000011
respondido,				11010111000100
importancia				11010111000101
priora				11010111000110
trabados				11010111000111
sirviese				11010111001000
desusados				11010111001001
quedará				11010111001010
sabrás				11010111001011
andadura,				11010111001100
comedida				11010111001101
corrían				11010111001110
manta				11010111001111
espectáculo				11010111010000
Satanás.				11010111010001
ejército,				11010111010010
ante				11010111010011
Satanás;				11010111010100
costase				11010111010101
tenido.				11010111010110
defienden				11010111010111
tenido,				11010111011000
hacía;				11010111011001
juntado				11010111011010
castillo				11010111011011
¡ay!,				11010111011100
dormir,				11010111011101
enciende				11010111011110
cumplida,				11010111011111
dilatas				1101011110000
acostasen,				11010111100010
dificultosas,				11010111100011
Contemplábase				11010111100100
habréis				11010111100101
imaginar				11010111100110
cierta				11010111100111
Mudé				11010111101000
porfiados,				11010111101001
gastalla.				11010111101010
lleva.				11010111101011
beso,				11010111101100
fortaleza,				11010111101101
infinidad				11010111101110
embrazado				11010111101111
escoger				11010111110000
peleando				11010111110001
disparatado.				11010111110010
acabando				11010111110011
principal				11010111110100
delante;				11010111110101
tomándola				11010111110110
vidas.				11010111110111
cofres				11010111111000
deseos				11010111111001
respiro,				11010111111010
cantaron				11010111111011
sola.				11010111111100
estaba.				11010111111101
hambre				11010111111110
mojicones				11010111111111
acompañaremos				1101100000000
Pidió,				11011000000010
referidas;				11011000000011
desdenes				11011000000100
des				11011000000101
Dios!				11011000000110
común,				11011000000111
verdadera,				11011000001000
hable				11011000001001
desventuras				11011000001010
corté				11011000001011
milo				11011000001100
aguardar				11011000001101
pase				11011000001110
decirles				11011000001111
concedérsele,				1101100001000
di,				11011000010010
consideración				11011000010011
escudero,				11011000010100
siguiente,				11011000010101
venidero				11011000010110
dádivas.				11011000010111
desventura.				11011000011000
Suspendió				11011000011001
culpa,				11011000011010
plazas.				11011000011011
desventura,				11011000011100
alabanza;				11011000011101
tristezas				11011000011110
incitó				11011000011111
Prosupuesta,				1101100010000
transformaciones				11011000100010
enemigo,				11011000100011
doy;				11011000100100
rigor				11011000100101
suplico				11011000100110
adora,				11011000100111
Diole				11011000101000
Piamonte;				11011000101001
resistir,				11011000101010
alto,				11011000101011
entrañas				11011000101100
cerrado				11011000101101
enemigo;				11011000101110
Siendo,				11011000101111
sillón				11011000110000
acudiendo				11011000110001
halléme				11011000110010
caminan				11011000110011
forzándose				11011000110100
llorar				11011000110101
merece				11011000110110
duda,				11011000110111
juntarse				11011000111000
Contóles				11011000111001
daño				11011000111010
locura				11011000111011
considerase				11011000111100
joya,				11011000111101
resplandor				11011000111110
eres.				11011000111111
Sin				1101100100000
recién				11011001000010
sobra				11011001000011
Navarino,				11011001000100
estotro				11011001000101
tierno				11011001000110
borceguíes				11011001000111
galán				11011001001000
mayores.				11011001001001
ello:				11011001001010
jineta,				11011001001011
misa				11011001001100
conocido,				11011001001101
Quítenseme				11011001001110
mayores,				11011001001111
hombre.				11011001010000
vendré				11011001010001
brocado,				11011001010010
virtud,				11011001010011
virtud.				11011001010100
lengua				11011001010101
sosiegue,				11011001010110
ayudador				11011001010111
tiernos				11011001011000
decirle.				11011001011001
sabes				11011001011010
encantamento;				11011001011011
mangas,				11011001011100
¿cuán				11011001011101
joyas				11011001011110
¿cuál				11011001011111
descolorido				1101100110000
muslos,				11011001100010
semblante,				11011001100011
camino;				11011001100100
palmo				11011001100101
banco				11011001100110
patria				11011001100111
Sean,				11011001101000
oficio				11011001101001
cosarios,				11011001101010
apriesa,				11011001101011
comedimiento				11011001101100
Florencia.				11011001101101
agradecida				11011001101110
Pío				11011001101111
sería				11011001110000
miento;				11011001110001
cuáles				11011001110010
podrían				11011001110011
religión				11011001110100
oídos?				11011001110101
libre				11011001110110
inconveniente,				11011001110111
ciudadano,				11011001111000
piedras				11011001111001
¿por				11011001111010
gobernar				11011001111011
-Vos				11011001111100
acaba				11011001111101
otra,				11011001111110
escrito,				11011001111111
necio				1101101000000
uso				11011010000010
ofrecer				11011010000011
recebida				11011010000100
conocieron				11011010000101
ajeno				11011010000110
gozar				11011010000111
campo,				11011010001000
escogiendo				11011010001001
garbeare				11011010001010
-A				11011010001011
Murieron				11011010001100
sabe,				11011010001101
límites				11011010001110
bonete				11011010001111
senos				11011010010000
trecho				11011010010001
cruzadas				11011010010010
merecimientos.				11011010010011
trabándole				11011010010100
-y				11011010010101
conseguir				11011010010110
juventud;				11011010010111
rieron,				11011010011000
rayos				11011010011001
materia				11011010011010
anima				11011010011011
extranjeros				11011010011100
-Eso				11011010011101
conocimiento				11011010011110
acompañados				11011010011111
-¿Vienen				1101101010000
palabras,				11011010100010
-Levántese				11011010100011
impelió				11011010100100
venecianos,				11011010100101
blanco,				11011010100110
sonetos,				11011010100111
estandarte				11011010101000
35:				11011010101001
dieron.				11011010101010
tendrás				11011010101011
suerte:				11011010101100
todo;				11011010101101
turbando				11011010101110
36:				11011010101111
murió				11011010110000
redonda				11011010110001
rogaré				11011010110010
todo.				11011010110011
-Como				11011010110100
volved				11011010110101
Mancha,				11011010110110
verdadero,				11011010110111
tamaña				11011010111000
dicho;				11011010111001
sirven;				11011010111010
artillería¡				11011010111011
compró				11011010111100
dicho.				11011010111101
37:				11011010111110
hombros				11011010111111
tiempo:				1101101100000
León				11011011000010
distintamente,				11011011000011
pobreza,				11011011000100
embestir				11011011000101
afligido,				11011011000110
bogasen				11011011000111
detuvo,				11011011001000
38:				11011011001001
aldea				11011011001010
continente,				11011011001011
cristiandad				11011011001100
arena				11011011001101
Fernández				11011011001110
39:				11011011001111
tenerla				11011011010000
sostener				11011011010001
metamorfóseo				11011011010010
Consolóse				11011011010011
mentira				11011011010100
gozosos				11011011010101
deshiciese				11011011010110
arrepentido				11011011010111
rebellín				11011011011000
defraudaros				11011011011001
-Decidme,				11011011011010
captiva,				11011011011011
procedió				11011011011100
romanos				11011011011101
ahora,				11011011011110
vientre;				11011011011111
hijos				1101101110000
loco;				11011011100010
joyas,				11011011100011
serenísimo				11011011100100
nadie;				11011011100101
loco?				11011011100110
entregó				11011011100111
serviros.				11011011101000
malencónico				11011011101001
aguardando				11011011101010
gustó				11011011101011
premian				11011011101100
¡Voto...				11011011101101
desesperados				11011011101110
va;				11011011101111
rodeaban				11011011110000
volvamos				11011011110001
monja;				11011011110010
-No,				11011011110011
haciendo				11011011110100
cortesía.				11011011110101
impedimento				11011011110110
tropezando				11011011110111
arrobas				11011011111000
amaneció,				11011011111001
gozasen				11011011111010
cortar				11011011111011
quince				11011011111100
responderles;				11011011111101
asiento,				11011011111110
¿Cómo				11011011111111
proprio,				1101110000000
servido;				11011100000010
ocasión,				11011100000011
consejo				11011100000100
acabado,				11011100000101
ciencia				11011100000110
matar,				11011100000111
hermanos,				11011100001000
recibieron,				11011100001001
sirve.				11011100001010
decirlo;				11011100001011
vacío,				11011100001100
movida				11011100001101
entrado				11011100001110
estómago,				11011100001111
monjío,				11011100010000
conviene				11011100010001
acabadme				11011100010010
vello				11011100010011
lengua,				11011100010100
suspensos,				11011100010101
bien.				11011100010110
sábanas.				11011100010111
embestido,				11011100011000
movido				11011100011001
entrada				11011100011010
seguro;				11011100011011
sotilmente				11011100011100
amor,				11011100011101
turcos,				11011100011110
botanas				11011100011111
defender				1101110010000
Tan				11011100100010
promesa				11011100100011
alimentado				11011100100100
moreno				11011100100101
aderezarles				11011100100110
cubierta.				11011100100111
gusta				11011100101000
aventajaron				11011100101001
raíces.				11011100101010
tuvieren				11011100101011
veo				11011100101100
empleada				11011100101101
espacioso,				11011100101110
pizmienta				11011100101111
ruego,				11011100110000
peregrino				11011100110001
valerosa				11011100110010
espantó				11011100110011
talle				11011100110100
téngale				11011100110101
Chipre,				11011100110110
aseguró				11011100110111
rompió				11011100111000
caldero				11011100111001
cubría,				11011100111010
guerrero				11011100111011
muerto.				11011100111100
cubría.				11011100111101
muerto,				11011100111110
mudado				11011100111111
Alejandría				1101110100000
diablo				11011101000010
abrió,				11011101000011
hubiesen				11011101000100
mozo-;				11011101000101
congoja				11011101000110
¡mirad				11011101000111
acabaste				11011101001000
cristiano.				11011101001001
cenó				11011101001010
desheredada				11011101001011
acullá,				11011101001100
ajeno,				11011101001101
fuíme				11011101001110
permite				11011101001111
estar,				11011101010000
Maritornes,				11011101010001
ayudábala				11011101010010
Maritornes.				11011101010011
molde!				11011101010100
palmos				11011101010101
creído				11011101010110
amores				11011101010111
alegrías,				11011101011000
repentina				11011101011001
envuelto				11011101011010
cimitarra!				11011101011011
igualar:				11011101011100
Al				11011101011101
hubiese.				11011101011110
representaría				11011101011111
preámbulo				1101110110000
mozo-,				11011101100010
borla				11011101100011
arnaúte				11011101100100
prosigue				11011101100101
oyeron				11011101100110
igualar,				11011101100111
suspiros				11011101101000
caminallas,				11011101101001
estrago				11011101101010
esto;				11011101101011
sustenta.				11011101101100
podían),				11011101101101
alturas,				11011101101110
reinar				11011101101111
sobrepujaran				11011101110000
-Tampoco				11011101110001
pensó				11011101110010
acogida				11011101110011
remedie				11011101110100
dándole				11011101110101
habría				11011101110110
real»,				11011101110111
conciencia.				11011101111000
venía				11011101111001
también,				11011101111010
anoche				11011101111011
desasosiego,				11011101111100
suspiro,				11011101111101
hacerle				11011101111110
echándonos				11011101111111
Había				1101111000000
Extraño				11011110000010
mora.				11011110000011
parabién				11011110000100
Es				11011110000101
mandándome				11011110000110
hiciésemos				11011110000111
dejadme				11011110001000
fuertemente,				11011110001001
¡Ciertos				11011110001010
Sanchuelo,				11011110001011
rico				11011110001100
nabo!				11011110001101
hacerla				11011110001110
mismísimos				11011110001111
voy				11011110010000
más;				11011110010001
deshecho,				11011110010010
andantes,				11011110010011
vestida,				11011110010100
palmo,				11011110010101
costosa				11011110010110
linda				11011110010111
ofender				11011110011000
deseaban,				11011110011001
huevos				11011110011010
mozo?				11011110011011
cenar,				11011110011100
desparecían				11011110011101
más.				11011110011110
legítima				11011110011111
valor,				1101111010000
pesquería				11011110100010
aventurando				11011110100011
tinelo,				11011110100100
creía,				11011110100101
puestos				11011110100110
ganarla,				11011110100111
baptizalla				11011110101000
leído				11011110101001
rabia,				11011110101010
calle;				11011110101011
mora?				11011110101100
mora:				11011110101101
derramarme				11011110101110
trescientos				11011110101111
arremetió				11011110110000
éramos				11011110110001
sentimiento,				11011110110010
estúvose				11011110110011
Génova,				11011110110100
paga,				11011110110101
Génova.				11011110110110
declaraba				11011110110111
honre				11011110111000
vestir				11011110111001
fines,				11011110111010
negándome				11011110111011
Génova;				11011110111100
llevar;				11011110111101
indigestiones				11011110111110
callando				11011110111111
visitar				1101111100000
instrumentos				11011111000010
notorio				11011111000011
gustoso,				11011111000100
benditos				11011111000101
toma				11011111000110
sustentarme				11011111000111
cosario,				11011111001000
Fin,				11011111001001
remediará				11011111001010
Zoraida,				11011111001011
oyó,				11011111001100
versado				11011111001101
molimiento				11011111001110
despavorido,				11011111001111
caso,				11011111010000
intensa				11011111010001
mía?				11011111010010
Pobre,				11011111010011
curiosidad				11011111010100
descubridor				11011111010101
mía;				11011111010110
mía.				11011111010111
dadivoso,				11011111011000
cuello;				11011111011001
ventanas				11011111011010
bastaba				11011111011011
ocupado				11011111011100
escribir				11011111011101
hacia,				11011111011110
temía				11011111011111
pedían				1101111110000
Felipe;				11011111100010
pudieran				11011111100011
andar				11011111100100
descabezado				11011111100101
monsiur				11011111100110
media				11011111100111
-Basta				11011111101000
ni,				11011111101001
atraer				11011111101010
aranceles				11011111101011
contenía				11011111101100
dichosa				11011111101101
bañados				11011111101110
remediar				11011111101111
necesidad,				11011111110000
casos				11011111110001
medir				11011111110010
desviándose				11011111110011
medio				11011111110100
creían				11011111110101
estratagemas,				11011111110110
polilla				11011111110111
encubría,				11011111111000
brava				11011111111001
Duró				11011111111010
intento				11011111111011
ventana,				11011111111100
cenase;				11011111111101
destruir				11011111111110
municiones				11011111111111
ayuda				1110000000000
entrando				11100000000010
Cuando				11100000000011
pedía.				11100000000100
debes,				11100000000101
pedía,				11100000000110
fortifica				11100000000111
agraciada,				11100000001000
reino;				11100000001001
Hamet,				11100000001010
cartas,				11100000001011
amoroso				11100000001100
mías,				11100000001101
amigos				11100000001110
Callaban				11100000001111
acertara				1110000001000
-Verdaderamente,				11100000010010
borracho,				11100000010011
Prosiguiendo				11100000010100
rodillas,				11100000010101
junto,				11100000010110
humildad				11100000010111
siguió				11100000011000
sentidos;				11100000011001
cuarenta				11100000011010
derramado				11100000011011
corazón,				11100000011100
pensar,				11100000011101
Navarino				11100000011110
echa				11100000011111
derramada				1110000010000
junto;				11100000100010
mengüe				11100000100011
volváis,				11100000100100
hallara				11100000100101
pasamaques,				11100000100110
silla				11100000100111
presencia				11100000101000
cuál				11100000101001
estudiante,				11100000101010
hallas,				11100000101011
darles				11100000101100
cuán				11100000101101
corporales				11100000101110
caminos,				11100000101111
Oyendo				11100000110000
visto;				11100000110001
reciben,				11100000110010
cualquiera				11100000110011
grado,				11100000110100
estimo				11100000110101
cristiandad,				11100000110110
mueven				11100000110111
designio				11100000111000
abrazo				11100000111001
humilde,				11100000111010
entiende				11100000111011
decidme,				11100000111100
Figura				11100000111101
sepamos				11100000111110
espere				11100000111111
merecen				1110000100000
Guadalajara,				11100001000010
sacadas				11100001000011
reino,				11100001000100
prenda				11100001000101
Indias,				11100001000110
entiendo				11100001000111
contentaba				11100001001000
aquello,				11100001001001
éstos:				11100001001010
merece,				11100001001011
no.				11100001001100
generales				11100001001101
Teníala				11100001001110
salí				11100001001111
V,				11100001010000
memoria.				11100001010001
sentida,				11100001010010
llamándonos				11100001010011
quiera.				11100001010100
habrás				11100001010101
valentía				11100001010110
luenga				11100001010111
luengo				11100001011000
remedio.				11100001011001
Un				11100001011010
amigo;				11100001011011
grande.				11100001011100
color				11100001011101
pensaba;				11100001011110
huir				11100001011111
ayer				1110000110000
Caballero				11100001100010
ejecutallos				11100001100011
levanta				11100001100100
cintura;				11100001100101
Vi				11100001100110
pensaba,				11100001100111
presentes.				11100001101000
Aguilar				11100001101001
sábanas				11100001101010
monstruos				11100001101011
amigo.				11100001101100
presentes,				11100001101101
Volvimos				11100001101110
¡ay!				11100001101111
admirándose				11100001110000
tristísimo				11100001110001
pretendo,				11100001110010
cualificada				11100001110011
Poco				11100001110100
cautivos,				11100001110101
vender,				11100001110110
risa				11100001110111
Sancho?				11100001111000
gustara				11100001111001
Femando,				11100001111010
casas»;				11100001111011
Sancho:				11100001111100
pies,				11100001111101
estuvimos				11100001111110
conjeturar				11100001111111
quisiera;				1110001000000
almalafa,				11100010000010
afortunada.				11100010000011
Madre				11100010000100
aplacar				11100010000101
árbol,				11100010000110
herir				11100010000111
compasión,				11100010001000
instrumento				11100010001001
alcancé				11100010001010
estarían				11100010001011
Lléguese,				11100010001100
rogaste				11100010001101
amáis,				11100010001110
Otro				11100010001111
Ya				11100010010000
Pidió				11100010010001
vuelva				11100010010010
congojaban				11100010010011
usa;				11100010010100
casa),				11100010010101
aventureros				11100010010110
Yo				11100010010111
seáis				11100010011000
junten				11100010011001
vuelo				11100010011010
puesta;				11100010011011
vía				11100010011100
agradable				11100010011101
fe,				11100010011110
Sosegados				11100010011111
perdióse				1110001010000
humo				11100010100010
perdición.				11100010100011
pudiérase				11100010100100
Dentro				11100010100101
leal,				11100010100110
presente,				11100010100111
vuelta				11100010101000
pondré				11100010101001
tahelí				11100010101010
usar				11100010101011
montañas				11100010101100
bigotes				11100010101101
intención				11100010101110
rotos				11100010101111
cenaron				11100010110000
-¿No				11100010110001
Viéndose,				11100010110010
corteses				11100010110011
estén				11100010110100
fuerza.				11100010110101
fuerza,				11100010110110
aventurero,				11100010110111
sentáronse				11100010111000
pesar				11100010111001
ausencia.				11100010111010
«Mi				11100010111011
visto,				11100010111100
podremos				11100010111101
visto.				11100010111110
sabemos,				11100010111111
concluido.				1110001100000
obligó				11100011000010
empleada:				11100011000011
comenzaron				11100011000100
vagamundo,				11100011000101
juntar				11100011000110
huirse				11100011000111
arcabucería,				11100011001000
Anselmo;				11100011001001
Gonzalo				11100011001010
estáis				11100011001011
aplace,				11100011001100
derribé				11100011001101
deltas				11100011001110
conociese,				11100011001111
trataba				11100011010000
confirmada				11100011010001
oyó				11100011010010
sirviendo				11100011010011
remate				11100011010100
número				11100011010101
vaguidos				11100011010110
guardador.				11100011010111
gala				11100011011000
vivientes				11100011011001
prometía,				11100011011010
llevando				11100011011011
públicamente				11100011011100
condición,				11100011011101
sentimientos,				11100011011110
deseaba,				11100011011111
grandeza,				1110001110000
impedía				11100011100010
prometiendo				11100011100011
sonrieron;				11100011100100
cayendo				11100011100101
diga				11100011100110
Zanoguera,				11100011100111
suceso.				11100011101000
suceso,				11100011101001
adargas,				11100011101010
alcanzaba,				11100011101011
disparar				11100011101100
abajo,				11100011101101
agradecida,				11100011101110
brevedad				11100011101111
apostura				11100011110000
creyera				11100011110001
habló				11100011110010
hubieran				11100011110011
desampararme,				11100011110100
hacían.				11100011110101
dadas				11100011110110
justos				11100011110111
viesen				11100011111000
vasallos,				11100011111001
llega				11100011111010
soltaron				11100011111011
otomana				11100011111100
dichoso,				11100011111101
familiar				11100011111110
dada;				11100011111111
actos				1110010000000
Quinto,				11100100000010
esperaba				11100100000011
cumplille				11100100000100
da				11100100000101
maestro				11100100000110
siéndolo				11100100000111
freír				11100100001000
sujeto				11100100001001
leerla,				11100100001010
recompensa				11100100001011
miserables,				11100100001100
derecha,				11100100001101
cena,				11100100001110
sujeta				11100100001111
pecador,				1110010001000
permitir				11100100010010
Nápoles				11100100010011
raro				11100100010100
vense				11100100010101
providencia				11100100010110
profesión				11100100010111
llego				11100100011000
caballero-;				11100100011001
trance				11100100011010
mayor,				11100100011011
-Vuestra				11100100011100
leyó				11100100011101
pensada				11100100011110
mangas				11100100011111
fortificó				1110010010000
veo.				11100100100010
manos.				11100100100011
gastaban,				11100100100100
dice:				11100100100101
mostrasen,				11100100100110
partes:				11100100100111
intervenga				11100100101000
lamentable				11100100101001
alguno;				11100100101010
defenderse				11100100101011
esposa				11100100101100
cenar				11100100101101
pedía				11100100101110
espíritus,				11100100101111
conserve				11100100110000
mitad,				11100100110001
revés,				11100100110010
claro				11100100110011
quisiere.				11100100110100
pensaba				11100100110101
Leonela-,				11100100110110
acabarse				11100100110111
alguno,				11100100111000
hiciste,				11100100111001
monarquías,				11100100111010
ministros				11100100111011
alguno.				11100100111100
admíteme				11100100111101
Resolvióse,				11100100111110
mentiroso.				11100100111111
manteles,				1110010100000
ducados				11100101000010
género				11100101000011
voluntad:				11100101000100
voluntad.				11100101000101
portal				11100101000110
pareciéndome				11100101000111
propuesto».				11100101001000
Don				11100101001001
atravesaba				11100101001010
ir				11100101001011
portería				11100101001100
rodeos				11100101001101
precias				11100101001110
suelto,				11100101001111
ves,				11100101010000
maravillaría				11100101010001
regia,				11100101010010
acompañamos;				11100101010011
robusto				11100101010100
encubiertos				11100101010101
coraje				11100101010110
vestía				11100101010111
golpes,				11100101011000
poderlo				11100101011001
testigo,				11100101011010
quisieron				11100101011011
letrados.				11100101011100
brevemente.				11100101011101
letrados;				11100101011110
coral;				11100101011111
amenazas				1110010110000
navegue,				11100101100010
llamamos				11100101100011
eminente				11100101100100
Embarquéme				11100101100101
pertrechos				11100101100110
juntas.				11100101100111
perdieron,				11100101101000
tarde,				11100101101001
rasa,				11100101101010
llena				11100101101011
sentencias				11100101101100
poderle				11100101101101
agora				11100101101110
gritos				11100101101111
sacó				11100101110000
jornada				11100101110001
pudiese,				11100101110010
hermano,				11100101110011
sea,				11100101110100
milagros,				11100101110101
hermano?				11100101110110
dada				11100101110111
amenazan				11100101111000
justas				11100101111001
rodela				11100101111010
amenaza?				11100101111011
acontecido				11100101111100
rayo				11100101111101
bocados,				11100101111110
barbero.				11100101111111
grito:				1110011000000
juntase				11100110000010
somos				11100110000011
Oria,				11100110000100
aborrece				11100110000101
juzgue				11100110000110
hiciste				11100110000111
hermanos				11100110001000
pólvora				11100110001001
nombre				11100110001010
Oria;				11100110001011
pieza,				11100110001100
dolorosos				11100110001101
humanas,				11100110001110
quedo,				11100110001111
Alba				11100110010000
atrevido				11100110010001
regida				11100110010010
señales,				11100110010011
agraciado				11100110010100
turquesca				11100110010101
moros,				11100110010110
ginovesa				11100110010111
soltarse				11100110011000
descanso				11100110011001
sea;				11100110011010
pareciéndole				11100110011011
seco				11100110011100
valía				11100110011101
halló,				11100110011110
quisístelo				11100110011111
correr				1110011010000
ejercicio;				11100110100010
desdichadas				11100110100011
invenerable				11100110100100
querría,				11100110100101
Selim				11100110100110
turbación				11100110100111
esperar,				11100110101000
acabase.				11100110101001
iguale				11100110101010
leventes				11100110101011
ahí				11100110101100
alegres				11100110101101
preguntarles				11100110101110
Mis				11100110101111
alcanzaron				11100110110000
daga				11100110110001
estropeado				11100110110010
quedan				11100110110011
desdichada.				11100110110100
merecido				11100110110101
igualarse				11100110110110
negocio;				11100110110111
echarle				11100110111000
sobras				11100110111001
saliese				11100110111010
dél,				11100110111011
suspirar,				11100110111100
antifaces,				11100110111101
consumido				11100110111110
Micomicona;				11100110111111
desmayo				1110011100000
quito				11100111000010
pelea,				11100111000011
considera,				11100111000100
ausentasen				11100111000101
menos;				11100111000110
hubieron				11100111000111
tuya;				11100111001000
estudios				11100111001001
Barbarroja,				11100111001010
madre,				11100111001011
Barbarroja.				11100111001100
pesadumbre				11100111001101
ayuda,				11100111001110
distributiva				11100111001111
cerrasen				11100111010000
últimamente				11100111010001
alcanzarle				11100111010010
máquina,				11100111010011
mañana				11100111010100
claros				11100111010101
pura				11100111010110
árbol				11100111010111
ladrón				11100111011000
quisiera				11100111011001
menor,				11100111011010
reír				11100111011011
caber				11100111011100
escucharon,				11100111011101
dama,				11100111011110
apretó				11100111011111
castellano:				1110011110000
verdaderamente;				11100111100010
rigurosas				11100111100011
componerse.				11100111100100
tenida				11100111100101
cuándo				11100111100110
ginoveses				11100111100111
linaje,				11100111101000
ejercicio,				11100111101001
verdaderamente,				11100111101010
acabasen				11100111101011
Ahora				11100111101100
mezquino				11100111101101
sacos				11100111101110
dama				11100111101111
juntó				11100111110000
esperando				11100111110001
desenvainada				11100111110010
quedaron),				11100111110011
justo				11100111110100
atienen,				11100111110101
dar,				11100111110110
razón,				11100111110111
permitiendo				11100111111000
decírselo				11100111111001
cortando				11100111111010
Loba,				11100111111011
vieron				11100111111100
guarden.				11100111111101
criatura;				11100111111110
casa;				11100111111111
quisiese,				1110100000000
raros				11101000000010
tendrían				11101000000011
milanés,				11101000000100
pensamientos,				11101000000101
Lotario.				11101000000110
vencer				11101000000111
esclava;				11101000001000
siglos,				11101000001001
acompañaban				11101000001010
ayudar				11101000001011
levantado				11101000001100
espía,				11101000001101
bronce				11101000001110
tuyos				11101000001111
corrido				1110100001000
