Cantidad de simbolos = 4153
Longitud media = 9.339847443736884
Rendimiento = 0.9970212503081027
Redundancia = 0.0029787496918972645

Diccionario de Codificación por Huffman

SIMBOLO				CODIFICACION
ellas.				10000001011000
-Estoy				10000001011001
-¡No,				10110101101101
pertrechos,				10111011101101
ofreciere,				10011110110011
acabamos				10000101000101
descolgándose				10110101101001
olvidándose				10110101101010
piden				10110101101011
ponga				10101111010011
enclavijadas				10011000111011
mancebo				10110010001101
apearse				10011000111001
salutación				10011000111100
comodidad;				10000010110000
fue,				10000010110011
era;				10011000111110
venturosa				10011000111111
intereses				10000010110111
merecía				10110111100100
esperaba.				10110111100101
hacen				11000000010011
carecieron				10000010111011
rienda,				11000001100100
María				11000001100101
letras...,				10011010101011
honesto				10100000111001
tuyo				01111111111001
desprecias;				01111110000011
cargaba				10110101100011
haberse				10100000111111
estarse				10101100010110
éstas				10101100010111
número,				10110111010011
hallaréis				10100000111101
priesa,				10110101001001
Venecia,				10101100011101
ausente				10011100001011
arrepentimiento.				10100100101000
ordena				01111010111101
allegados				10000010010001
advertía				10101000001101
reñida				10010100011101
fenecer,				10010100011111
madura				10000010010010
hace,				10100010010001
ejercitan				10010100011011
quite				10111110001100
convendrá				10111110001101
ditado,				10010100011001
portezuelo				10111110001111
allá				10110111001101
acomodé				10100001110011
sabéis				10111110000101
industria,				01111100010010
ésta;				01111100010001
cabreros,				01111110010111
Perdióse,				10110110011011
pecado,				10110110011111
oyéndolo				11000100101101
hilas,				10110110011100
«Iglesia,				10110101100001
aviso				10101000100000
-¿Sábese,				10110011100101
dirá				10101000100011
proas				10101001001011
remo,				01111100011101
razones:				10001111101011
conciencia				10011110111001
pintado,				10011011000010
costumbre				10100001001101
alzando				10110000101111
desmayada;				10001100011101
ejecución.				10111001011000
trazas				10111001010100
dispuesta.				10111001011010
romperme				10111001011011
desmayada.				10010101011111
justicia				01101101110110
desmayada,				10101101011011
convertida				10001101000001
acuerdas,				01101101110101
socorrida,				10101110110000
pecados				10110101001011
Micomicona				10110110100011
meses				10100001010000
volvió.				10111001010001
ellas;				01111010001001
tropa				10111001010011
rostro;				10101010100010
solos				10101011000000
juraba				10001111011000
fuente.				10001111011001
acaecimientos				10101010101110
siente				01111111101011
asombrado.				01111111111011
lastimosa				10101000010001
asombrado,				01111111101001
desventurado				10011001010010
encargándonos				10010001010001
sirve				10101000010111
quitó,				10001001010001
desembarcadero,				10001000111000
gritando				10000100000001
cosa.				10001001010011
aparato				10110110010111
Llegó,				10000011000010
vinieron				10000011000000
permitiese				10000011000001
conversación				10101011110001
alborotes,				10101011111000
obedecían,				10110100011111
fanales.				10101011111011
defendían				10000011000111
desmayado				10001001001010
impida				10110010001001
yedra,				10011111101101
procuraré				10001101011010
ricos,				10001010001011
tampoco				10101000101111
semejante,				11000100010101
lloraba,				10001001100000
mano.				10001001100010
cumplido.				10101000000010
lléguese				10101000000011
colegir				01111111001110
bendición,				10011111111111
-Dejadme,				10010110110001
tomen;				10111011111001
marqués				10100110100111
persuadir				10001110100110
suyas,				10001110100111
Sí,				10111011111111
alborotado,				10110000001000
respondiese;				10001110100001
descanso,				11000011100011
desear				10010110110101
espanto,				01111010000001
presa				10101011010101
detrás				10101011010111
respondiese,				10100000110110
Sancho-:				10001110110110
Italia.				10010010111111
ducados;				10011011001011
semejantes				01111110101001
Sancho-;				10000110010001
esperaban				01111110101101
mandaba,				10011001111001
«-Hijos,				01111110101111
Sancho-.				10011000110001
estaban;				10101011010000
aproveche.				10011001111111
próspero				10011000110011
beldad				10011000010111
estuvieron				10010001101101
esperaba;				10100001100101
miedo				10011011010001
Diego				01111110110101
mano;				11000100101010
yerros;				10011000000111
talle,				10111111110101
acariciar				11000100101000
hallo				11000100101001
pasajero				10000110111011
llanto,				10111000010110
imposible;				10011100000100
Santidad				11000001011001
ducados,				10010100000011
tiernas				10011100000010
Llegada,				01101101110011
pagados				10101001111111
reían				10101001111100
cansancio.				10101001111101
(en				10011011011001
Dame				10011100101000
lienzo				10111101011011
donaire:				10011011011011
paja				10011011011110
-Vístesos				10000010011011
generoso,				10011010010101
siglos				10001101100000
desigualdad				10000010011110
malandrín,				10111011100111
milagroso,				10001010010010
persuadieron				10001010010011
casaca				10001010010001
congojóse				11000001011111
¡zas!,				10010100110100
debéis				10010100110101
corrillos				10101010000010
camaranchón				10110111111000
Estando				10110111111001
sucedía				10011100101010
-señalando				10011100101011
pluma				10111101010000
oídos				10100101100111
gaudeamus				10011110010100
sigue.				10100111000011
vais,				10001011100101
escuchando				10001011101110
Parecióle				10001011101111
teniéndole				10001011101101
horadación				10110111110111
vencido				10001011101010
varas;				10001011101011
nubes				10100011110000
eterna,				10001011111010
borrarle				10001011111011
-Venciste,				10110100110110
galeras				10110100110111
legua				10110100110101
Palía,				10111000111010
chimenea,				10111000111011
respondido,				10110100110010
importancia				10100110010110
priora				10100110010111
trabados				10011010101110
sirviese				10001011111110
desusados				10110111111110
quedará				10110111111111
sabrás				10010010010000
andadura,				10011000000101
comedida				10010010010011
corrían				01111100011000
manta				01111100011001
espectáculo				10010010010110
Satanás.				10010010010111
ejército,				10010001101010
ante				10010001101011
Satanás;				10001111100010
costase				10010001101110
tenido.				10010001101111
defienden				10011100111000
tenido,				10100001101110
hacía;				10010001100110
juntado				10010001100111
castillo				10010001100100
¡ay!,				10010000110001
dormir,				10011100111111
enciende				10000111110100
cumplida,				10000111110101
dilatas				10011001110000
acostasen,				10101101000010
dificultosas,				10010001100001
Contemplábase				01111110100010
habréis				10010001100011
imaginar				01111111011011
cierta				01111111011000
Mudé				01111111011001
porfiados,				10011100101111
gastalla.				10101101000001
lleva.				10110111111100
beso,				10110111111101
fortaleza,				10011011001000
infinidad				10011001101010
embrazado				10011001101011
escoger				10010010111100
peleando				10010010111101
disparatado.				10011011001110
acabando				10011011001111
principal				10001100100000
delante;				10110000010010
tomándola				01111010000110
vidas.				01111010000111
cofres				01101001100100
deseos				10011100100110
respiro,				10001010101000
cantaron				10001010101001
sola.				10110101000010
estaba.				10111101000011
hambre				10110101000001
mojicones				10110101010000
acompañaremos				10110101010001
Pidió,				10001010101100
referidas;				10001011011110
desdenes				01111111011101
des				10010100100000
Dios!				01111111011111
común,				10000100010111
verdadera,				10000100010100
hable				10000100010101
desventuras				10010100100011
corté				01101001100111
milo				10011011110110
aguardar				10011011110111
pase				10100110100010
decirles				01111011110000
concedérsele,				01111011110001
di,				10110010101000
consideración				10110010101001
escudero,				10110010101110
siguiente,				10100100100011
venidero				10010110110010
dádivas.				01111011100101
desventura.				10001100001101
Suspendió				10101000101010
culpa,				10101000101011
plazas.				01111011100111
desventura,				10111110110101
alabanza;				10001101011100
tristezas				10001101011101
incitó				10001101011110
Prosupuesta,				10110010110100
transformaciones				10110010110101
enemigo,				10101011101010
doy;				10101011101011
rigor				10111011010111
suplico				10110101010100
adora,				10110101010101
Diole				10110010100110
Piamonte;				10110010001010
resistir,				10110010001011
alto,				10000001000100
entrañas				10110010100100
cerrado				10010100101110
enemigo;				10010100101111
Siendo,				10111111111000
sillón				10000111110001
acudiendo				10111111111011
halléme				10010101000110
caminan				10010101000111
forzándose				10010101000100
llorar				10010101000101
merece				10101011001100
duda,				10101011001101
juntarse				10110100011010
Contóles				10101100001000
daño				10101100001001
locura				10001111010010
considerase				10110100011000
joya,				10010110100110
resplandor				10010110100111
eres.				10010110100100
Sin				10000011111001
recién				10001011000011
sobra				10000100000010
Navarino,				10000100000011
estotro				10011110000000
tierno				10001011000000
borceguíes				10011110001111
galán				10101011001010
mayores.				10101111100011
ello:				10110110110011
jineta,				10110110110000
misa				10110110110001
conocido,				10010001010111
Quítenseme				10110010000111
mayores,				10111101101110
hombre.				10111101101111
vendré				11000100100010
brocado,				10101101110110
virtud,				10101101110111
virtud.				10011011101100
lengua				10011011101101
sosiegue,				10010001011100
ayudador				10010001011111
tiernos				10110010111010
decirle.				10110010111001
sabes				10010010110001
encantamento;				10101010011110
mangas,				10101010011111
¿cuán				10101010011101
joyas				10101101110011
¿cuál				10010010110110
descolorido				10010010110111
muslos,				10000000001110
semblante,				10111010110010
camino;				10111010110011
palmo				10111010110000
banco				10111010110001
patria				10100000011011
Sean,				10100000011110
oficio				10100000011111
cosarios,				11000011000010
apriesa,				10111000100100
comedimiento				10111000100101
Florencia.				10011001011000
agradecida				10110110100000
Pío				10101101110000
sería				10101101110001
miento;				10111011000000
cuáles				10100100101011
podrían				10000110001001
religión				10100100101110
oídos?				10100100101111
libre				10000110000010
inconveniente,				10000110000011
ciudadano,				10000110000000
piedras				10000110000001
¿por				10011001011100
gobernar				10001111010110
-Vos				10110000100111
acaba				11000011010010
otra,				10001111010100
escrito,				10100011001110
necio				10100011001111
uso				10100011001100
ofrecer				10001100011011
recebida				10000011110011
conocieron				10110011100010
ajeno				10110011100011
gozar				10110000101000
campo,				10000011110000
escogiendo				10110000100001
garbeare				10111010110110
-A				10110000100011
Murieron				10001111101001
sabe,				10010011001010
límites				10010011001011
bonete				10100001000011
senos				10010101100111
trecho				11000010100010
cruzadas				11000010100011
merecimientos.				01111100011110
trabándole				10111100100010
-y				10111100100011
conseguir				10110011100110
juventud;				10110011100111
rieron,				01111101010110
rayos				10001111101101
materia				10001111101110
anima				01111100000011
extranjeros				10010101101111
-Eso				01111100010110
conocimiento				01111100010111
acompañados				10010101101011
-¿Vienen				10001111000011
palabras,				10100111001100
-Levántese				10100111001101
impelió				10100111001110
venecianos,				10011111011010
blanco,				10011111011011
sonetos,				10011111011000
estandarte				10011111011001
35:				10011111011111
dieron.				01111101010000
tendrás				01111101010001
suerte:				10010101100010
todo;				10110111001110
turbando				10110111001111
36:				11000010100000
murió				10010101100000
redonda				10001111000000
rogaré				10001111000001
todo.				10110011010100
-Como				10110011010001
volved				10110011010111
Mancha,				10010011001000
verdadero,				10010011001001
tamaña				10001111100100
dicho;				10001111100101
sirven;				01111010101100
artillería¡				01111010101101
compró				10001111000110
dicho.				01111010101010
37:				01111010101011
hombros				10110000100100
tiempo:				10001111000100
León				10000011100000
distintamente,				10000011100001
pobreza,				10111011011100
embestir				10000101101101
afligido,				10000011001011
bogasen				01111010111110
detuvo,				01111010111111
38:				10100100101100
aldea				10000011001000
continente,				10110011000111
cristiandad				10110011000010
arena				10110011000001
Fernández				01111110010001
39:				10000001101110
tenerla				10000001101111
sostener				10000001101101
metamorfóseo				10111011011011
Consolóse				10011111000010
mentira				10011111000011
gozosos				10100011000000
deshiciese				10100011000110
arrepentido				10100011000111
rebellín				10110111000100
defraudaros				10110111000101
-Decidme,				10000000001100
captiva,				10110111000001
procedió				10000111000000
romanos				10110111000011
ahora,				10100010011111
vientre;				10011111000100
hijos				10011111000101
loco;				10000111000011
joyas,				10100011000101
serenísimo				10101101110100
nadie;				10101101110101
loco?				10001100000100
entregó				10101010011000
serviros.				10101010011001
malencónico				10000011100100
aguardando				10000011100101
gustó				10001100000111
premian				11000000010000
¡Voto...				11000000010001
desesperados				10010000000010
va;				10011000101000
rodeaban				10011000101001
volvamos				10000101101010
monja;				10010000000000
-No,				10000011001110
haciendo				10000011001111
cortesía.				10000110100110
impedimento				10100000010001
tropezando				10110101110001
arrobas				10100000010110
amaneció,				10100000010111
gozasen				01111111010110
cortar				01111111010111
quince				10110100010100
responderles;				10101111011011
asiento,				10111010001001
¿Cómo				10100110101011
proprio,				10101111011110
servido;				10101111011111
ocasión,				10101111011101
consejo				10100111010111
acabado,				10101111010100
ciencia				10101111010101
matar,				10101111010110
hermanos,				10101011101000
recibieron,				10101011101001
sirve.				10111010001110
decirlo;				10111010001111
vacío,				10111010001101
movida				10111000100010
entrado				10111000100011
estómago,				10111000100000
monjío,				10000101000110
conviene				10000101000111
acabadme				10011110101100
vello				10000101000010
lengua,				10100111010100
suspensos,				10100111010101
bien.				10010111000100
sábanas.				10100110100001
embestido,				10010111000111
movido				10011011110100
entrada				10011011110101
seguro;				10010111001110
sotilmente				10010111001111
amor,				10000000001010
turcos,				10000000001011
botanas				10000000001000
defender				10010011111100
Tan				10010011111101
promesa				10100100010110
alimentado				10010111001010
moreno				11000011100000
aderezarles				11000011100001
cubierta.				10101010010010
gusta				10001011011101
aventajaron				10101010010001
raíces.				10110000010100
tuvieren				10110000010101
veo				01111010000100
empleada				10111101100010
espacioso,				11000100000001
pizmienta				10110000010000
ruego,				11000100000011
peregrino				10111111100011
valerosa				10001001110010
espantó				10001001110011
talle				10111111100001
téngale				10111101100001
Chipre,				11000000010110
aseguró				11000000010111
rompió				01111011110100
caldero				01111011101010
cubría,				01111011101011
guerrero				10111101101010
muerto.				10111101101011
cubría.				10011100101100
muerto,				11000010010111
mudado				11000100100100
Alejandría				10010010101111
diablo				11000010010001
abrió,				10010010101100
hubiesen				10010010101101
mozo-;				11000100100111
congoja				10011001001111
¡mirad				10010001011010
acabaste				10010001011011
cristiano.				10110110111100
cenó				10011000010100
desheredada				10011000010101
acullá,				01111011101100
ajeno,				01111011101101
fuíme				10110110111111
permite				10100000001100
estar,				10100000001101
Maritornes,				11000010011110
ayudábala				10100000001010
Maritornes.				10100000001011
molde!				10001011010100
palmos				11000010011100
creído				10011001001100
amores				10011001001101
alegrías,				10101100111000
repentina				10110001011001
envuelto				10101100111011
cimitarra!				10110100110000
igualar:				10110100110001
Al				10110001101110
hubiese.				10110001101111
representaría				10100110001000
preámbulo				10100110001001
mozo-,				10111000110100
borla				10111000110000
arnaúte				10111000110001
prosigue				10001010111010
oyeron				10010110100010
igualar,				10100111000000
suspiros				10100111000001
caminallas,				10000001110110
estrago				10100101100001
esto;				10000001110101
sustenta.				10101010000000
podían),				10101010000001
alturas,				10111101011000
reinar				10001011000110
sobrepujaran				10011100100001
-Tampoco				10110111110100
pensó				10011111100111
acogida				10000100100101
remedie				11000011110110
dándole				11000011110111
habría				11000011110101
real»,				10001011000101
conciencia.				11000100000110
venía				11000100000111
también,				00011101100110
anoche				0001110110010
desasosiego,				10011111111011
suspiro,				10100001111101
hacerle				10111101111111
echándonos				10111100110011
Había				10011111111000
Extraño				10011111111001
mora.				10111101010111
parabién				10011011100101
Es				10011010011101
mandándome				10011011100010
hiciésemos				10111000010001
dejadme				10111111110010
fuertemente,				10011011010101
¡Ciertos				10011100011010
Sanchuelo,				11000011110001
rico				10010110101010
nabo!				10001001101101
hacerla				10000000101100
mismísimos				10000000101101
voy				10100011011111
más;				10111100111100
deshecho,				10111100111101
andantes,				10111111000010
vestida,				10001110001110
palmo,				10001110001111
costosa				10101101100110
linda				10111101110000
ofender				10111101111100
deseaban,				10111101111101
huevos				01111010010100
mozo?				10000001111010
cenar,				10000001111011
desparecían				10111101011100
más.				10111101011101
legítima				10010101010010
valor,				10010101010011
pesquería				11000011001000
aventurando				11000011001001
tinelo,				10111101010100
creía,				10111101010101
puestos				10101000000110
ganarla,				10101000000111
baptizalla				10110000110110
leído				10110000110111
rabia,				10110100101010
calle;				10110100101011
mora?				10100010000110
mora:				10100010000111
derramarme				10111101111010
trescientos				10111101111011
arremetió				10111010101010
éramos				10111010101011
sentimiento,				01111011000010
estúvose				01111011000011
Génova,				10111101111000
paga,				10111101111001
Génova.				10101000000101
declaraba				10110101110111
honre				10101111101011
vestir				10010101000010
fines,				10010101000011
negándome				10001001011011
Génova;				10000011011110
llevar;				10000011011111
indigestiones				10111100001101
callando				10100010001100
visitar				10100010001101
instrumentos				10110110000101
notorio				10100101010111
gustoso,				10111100001111
benditos				10010000001110
toma				10010000001111
sustentarme				10001111011111
cosario,				11000011011100
Fin,				11000011011101
remediará				11000100010000
Zoraida,				11000100010001
oyó,				10001000101010
versado				10001000101011
molimiento				01101101111101
despavorido,				10111111001001
caso,				10010110011111
intensa				10001000100010
mía?				10001000100011
Pobre,				10010111110111
curiosidad				10111111001010
descubridor				10111111001011
mía;				10100101010011
mía.				01111011000110
dadivoso,				01111011000111
cuello;				10100111110011
ventanas				10110001010010
bastaba				10110001010011
ocupado				10111001000111
escribir				10010011011100
hacia,				10010011011101
temía				10000110111101
pedían				10111100010010
Felipe;				10111100010011
pudieran				10010010000000
andar				10010010000001
descabezado				10000110111110
monsiur				10000110111111
media				11000011111001
-Basta				11000011111111
ni,				10000110110101
atraer				10101100110010
aranceles				10101100110011
contenía				10100010010111
dichosa				10001110010110
bañados				10001110010111
remediar				10111110001001
necesidad,				10111100000010
casos				10111100000011
medir				10101100110111
desviándose				10100001011101
medio				10111111101111
creían				10111110001010
estratagemas,				10111110001011
polilla				10111100010111
encubría,				01111011000100
brava				01111011000101
Duró				10000110101110
intento				10000110101111
ventana,				10101100011010
cenase;				10101100011011
destruir				10000101011011
municiones				10100111100001
ayuda				01101111101011
entrando				11000001001010
Cuando				11000001001011
pedía.				10110111010101
debes,				10101110010000
pedía,				10101110010001
fortifica				10100111100111
agraciada,				01111101011110
reino;				01111101011111
Hamet,				10001101010001
cartas,				10110111100010
amoroso				10110111100011
mías,				10100100011110
amigos				10100100011111
Callaban				10100010110010
acertara				10100010110011
-Verdaderamente,				10000110010111
borracho,				10011010100110
Prosiguiendo				10011010100111
rodillas,				10011010100010
junto,				10011010100011
humildad				10011010100100
siguió				10011010100101
sentidos;				10100010111001
cuarenta				10110111010111
derramado				10110011110101
corazón,				10000001000010
pensar,				10000001000011
Navarino				10001000110001
echa				10101110011110
derramada				10101110011111
junto;				10010001110111
mengüe				10010001110100
volváis,				10010001110101
hallara				10000110011101
pasamaques,				10010011111011
silla				10111011101011
presencia				10010001110010
cuál				10010001110011
estudiante,				10010000010011
hallas,				10101101010000
darles				10101101010001
cuán				11000001101110
corporales				11000001101111
caminos,				10000111001110
Oyendo				10000111001111
visto;				10000111001001
reciben,				10111010011111
cualquiera				10010110101111
grado,				10000001001100
estimo				10000001001101
cristiandad,				10110001000011
mueven				10000000110110
designio				10000000110111
abrazo				10110100001011
humilde,				11000000011110
entiende				11000000011111
decidme,				10111010111011
Figura				10111011010010
sepamos				10111011010011
espere				10101000011001
merecen				10111011010000
Guadalajara,				10111011010001
sacadas				10100100000011
reino,				10011000011000
prenda				10011000011001
Indias,				10010101001000
entiendo				10010101001001
contentaba				10001111110000
aquello,				10001111110001
éstos:				10110011011011
merece,				10101000011011
no.				10110100001101
generales				10101011101110
Teníala				10101011101111
salí				10001111001101
V,				01111101100010
memoria.				01111101100011
sentida,				10101011101101
llamándonos				10101101001010
quiera.				10101101001011
habrás				10101101001001
valentía				10010101001111
luenga				10101110100011
luengo				10110011101010
remedio.				10110011101011
Un				10001111001111
amigo;				10000000110000
grande.				10000000110001
color				10100011101110
pensaba;				10100011101111
huir				10000000100100
ayer				10000000100101
Caballero				10010110001011
ejecutallos				10010101111011
levanta				10101011111101
cintura;				10001000011010
Vi				10001000011011
pensaba,				10111010101111
presentes.				10101011110100
Aguilar				10101011110101
sábanas				10101011111111
monstruos				10000000100110
amigo.				10000000100111
presentes,				10101110100101
Volvimos				10010000101010
¡ay!				10010000101011
admirándose				10111101001110
tristísimo				10111101001111
pretendo,				10010011000110
cualificada				10010011000111
Poco				10110001100111
cautivos,				10000011111110
vender,				10000011111111
risa				10000011101100
Sancho?				10000011101101
gustara				10000001010100
Femando,				10000001010101
casas»;				10111111101011
Sancho:				10000011111101
pies,				10000000100001
estuvimos				10110000001110
conjeturar				10110000001111
quisiera;				10111100001001
almalafa,				10100000100000
afortunada.				10100000100001
Madre				10110101111101
aplacar				10100000100110
árbol,				10100000100111
herir				10100000100101
compasión,				10011001000001
instrumento				10111001001101
alcancé				10001100101100
estarían				10001100101101
Lléguese,				10101101111111
rogaste				10101011100000
amáis,				10101011100001
Otro				10000101111000
Ya				10000101111001
Pidió				10010011110100
vuelva				10010011110101
congojaban				10100111111101
usa;				10100101101111
casa),				10101011000111
aventureros				10101011000100
Yo				10101011000101
seáis				01111110011111
junten				11000000110100
vuelo				11000000110101
puesta;				01111110011101
vía				10010011110110
agradable				10010011110111
fe,				01111100001101
Sosegados				10101000111010
perdióse				10101000111011
humo				10001001111011
perdición.				10001001111000
pudiérase				10001001111001
Dentro				10101000111001
leal,				10100100100100
presente,				10100100100101
vuelta				10100000101010
pondré				10100000101011
tahelí				10001010011010
usar				10001010011011
montañas				10001000110111
bigotes				10100000101001
intención				11000000110111
rotos				10111110110000
cenaron				10111110110001
-¿No				01111101001101
Viéndose,				11000010001110
corteses				11000010001111
estén				01111101001011
fuerza.				10100000101110
fuerza,				10100000101111
aventurero,				01111010110011
sentáronse				01111010110001
pesar				10111110111001
ausencia.				11000001000100
«Mi				11000001000101
visto,				10101101101011
podremos				10100000101100
visto.				10100000101101
sabemos,				10000001010010
concluido.				10000001010011
obligó				10010100111110
empleada:				10010100111111
comenzaron				10001110000111
vagamundo,				10001110000101
juntar				01101111111111
huirse				10000101011110
arcabucería,				10000101011111
Anselmo;				10001101000101
Gonzalo				10100111110100
estáis				10100111110101
aplace,				10011000100011
derribé				10000111111110
deltas				10000111111111
conociese,				10111110111111
trataba				01101111101110
confirmada				01101111101111
oyó				10011001100110
sirviendo				10011001100111
remate				01111110111010
número				01111110111011
vaguidos				01101111101101
guardador.				10000111111010
gala				10000111111011
vivientes				10011111110010
prometía,				10011111110011
llevando				10000101010010
públicamente				10000101010011
condición,				10011111110111
sentimientos,				10011111110001
deseaba,				10101110111111
grandeza,				11000001000110
impedía				11000001000111
prometiendo				10100001110111
sonrieron;				10100101011110
cayendo				10100101011111
diga				10100001110101
Zanoguera,				10101000100100
suceso.				10101000100101
suceso,				10000000000101
adargas,				10010010000111
alcanzaba,				10110001111011
disparar				10000100011000
abajo,				10000100011001
agradecida,				10000000000111
brevedad				10001011001110
apostura				10001011001111
creyera				10011000001110
habló				10011000001111
hubieran				10110001111110
desampararme,				10110001111111
hacían.				10110000011111
dadas				10001000010111
justos				10011000001101
viesen				10110001111000
vasallos,				10110001111001
llega				10101111101111
soltaron				10000111011010
otomana				10000111011011
dichoso,				10110001110001
familiar				10000111011000
dada;				10000111011001
actos				10000100011011
Quinto,				10001011001100
esperaba				10001011001101
cumplille				10000001010001
da				10110110101100
maestro				10110110101101
siéndolo				10000111010101
freír				10000010100100
sujeto				10000010100101
leerla,				10100110000000
recompensa				10100110000001
miserables,				10000101010100
derecha,				10000101010101
cena,				10100110111101
sujeta				10000101010111
pecador,				10110110101111
permitir				11000010111000
Nápoles				11000010111001
raro				10000010010111
vense				11000001001110
providencia				11000001001111
profesión				10101111110001
llego				11000001001100
caballero-;				11000001001101
trance				10000010010101
mayor,				01101111100101
-Vuestra				10111110011101
leyó				10111110011000
pensada				10111110011001
mangas				10111110011011
fortificó				10101111110010
veo.				10101111110011
manos.				10000100110010
gastaban,				10000100110011
dice:				10011100010110
mostrasen,				10011100010111
partes:				10011100001111
intervenga				10001011110101
lamentable				10011100001101
alguno;				10011100010100
defenderse				10011100010101
esposa				01111011010101
cenar				10011000100100
pedía				10011000100101
espíritus,				10011000100110
conserve				10011000100111
mitad,				01111011010110
revés,				01111011010111
claro				01111110111111
quisiere.				10001101010100
pensaba				10001101010101
Leonela-,				10111001101000
acabarse				10111001101001
alguno,				11000010111100
hiciste,				11000010111101
monarquías,				01111110000111
ministros				10101100101000
alguno.				10101100101001
admíteme				01111110001100
Resolvióse,				01111110001101
mentiroso.				10010011110000
manteles,				10010011110001
ducados				01111110001111
género				10101100101011
voluntad:				01111110000101
voluntad.				01111110111100
portal				01111110111101
pareciéndome				01101111111001
propuesto».				01101111111010
Don				01101111111011
atravesaba				10101100101111
ir				10101100100110
portería				10101100100111
rodeos				10101101111101
precias				10111001111111
suelto,				10111011110011
ves,				10110101111000
maravillaría				10110101111001
regia,				10111011110001
acompañamos;				10101100100100
robusto				10101100100101
encubiertos				10100110101110
coraje				10100110101111
vestía				10010110111110
golpes,				10010110111111
poderlo				10110001100101
testigo,				01111011111001
quisieron				10100110101101
letrados.				01111100110100
brevemente.				01111100110101
letrados;				10111001110101
coral;				11000010001000
amenazas				11000010001001
navegue,				11000010001011
llamamos				01111011111110
eminente				01111011111111
Embarquéme				10100111011011
pertrechos				10010100111010
juntas.				10010100111011
perdieron,				10011110110101
tarde,				10011110110110
rasa,				10011110110111
llena				11000010000111
sentencias				10001101001010
poderle				10001101001011
agora				10001101001110
gritos				10001101001111
sacó				10101010001010
jornada				10101010001011
pudiese,				10110011101001
hermano,				10000001011101
sea,				10001101001101
milagros,				10000011010110
hermano?				10000011010111
dada				10001010011101
amenazan				10101001010000
justas				10101001010001
rodela				10101001010011
amenaza?				10110000111110
acontecido				10110000111111
rayo				10000001011111
bocados,				10111100111011
barbero.				10000111010011
grito:				10111000101010
juntase				10111000101011
somos				10100010101101
Oria,				10000111010000
aborrece				10000111010001
juzgue				10000011010100
hiciste				10000011010101
hermanos				10010100111000
pólvora				10010100111001
nombre				10110001110011
Oria;				10000011101111
pieza,				10001001110111
dolorosos				10110000001100
humanas,				10110000001101
quedo,				10101001000011
Alba				10101001000110
atrevido				10101001000111
regida				10000111001101
señales,				01111110011000
agraciado				01111110011001
turquesca				10101000110110
moros,				10101000110111
ginovesa				10101000111100
soltarse				10101000111101
descanso				10101000111111
sea;				10111000101110
pareciéndole				10111000101111
seco				10000101110000
valía				10000101110001
halló,				10100101111100
quisístelo				10100101111101
correr				10101010111111
ejercicio;				10101001101011
desdichadas				10101110011101
invenerable				10110001001000
querría,				10110001001001
Selim				10101001101001
turbación				10001101110110
esperar,				10001101110111
acabase.				01111111110111
iguale				10101001100000
leventes				10101001100001
ahí				10111010111101
alegres				10000101111101
preguntarles				01111111110101
Mis				10101110011000
alcanzaron				10101110011001
daga				10110111011101
estropeado				10100010110000
quedan				10100010110001
desdichada.				10110111011010
merecido				10110111011011
igualarse				10000101111110
negocio;				10000101111111
echarle				10110001001011
sobras				10001101111101
saliese				10000101110101
dél,				10000110101100
suspirar,				10000110101101
antifaces,				10001101111111
consumido				11000000001010
Micomicona;				11000000001011
desmayo				01111111000111
quito				10001010110110
pelea,				10001010110111
considera,				10111111101101
ausentasen				10111000011100
menos;				10111000011101
hubieron				10001010110101
tuya;				11000000001000
estudios				11000000001001
Barbarroja,				10101000110101
madre,				10100100000100
Barbarroja.				10100100000101
pesadumbre				10001111110100
ayuda,				10001111110101
distributiva				10101100110000
cerrasen				10101100110001
últimamente				10111100010100
alcanzarle				10111100010101
máquina,				11000001111011
mañana				10111110100110
claros				10111110100111
pura				10001101101101
árbol				10111110100100
ladrón				10111110100101
quisiera				10111000011011
menor,				10100111110001
reír				10101111111100
caber				10101111111101
escucharon,				10010111111101
dama,				10010011011000
apretó				10010011011001
castellano:				11000001110110
verdaderamente;				10101111111111
rigurosas				10001101101001
componerse.				10000100101111
tenida				10001000100001
cuándo				10010000111101
ginoveses				10010000001001
linaje,				10011010001101
ejercicio,				10010110011101
verdaderamente,				10000100101101
acabasen				10111000011000
Ahora				10111000011001
mezquino				10000111101010
sacos				10000111101000
dama				10000111101001
juntó				01111100110000
esperando				01111100110001
desenvainada				10000111101111
quedaron),				10001001011101
justo				10001111111111
atienen,				10000111100101
dar,				10001111111101
razón,				10100100111101
permitiendo				10001001011000
decírselo				10001001011001
cortando				10000111100111
Loba,				01111100110011
vieron				10000111101101
guarden.				10111010101001
criatura;				10110100111111
casa;				01111011000001
quisiese,				10100010000101
raros				10101111111000
tendrían				10000111100001
milanés,				10100100110111
pensamientos,				10110000110101
Lotario.				10001111001001
vencer				10001000000101
esclava;				10110100101101
siglos,				10001000001001
acompañaban				10010101010001
ayudar				10101111111011
levantado				10100100110100
espía,				10100100110101
bronce				10111000011111
tuyos				10100010101111
corrido				10010101110001
semejante				10100011100101
intricado				10100011100110
acostado				10110101110101
veréis				10111111000101
izquierdo				10100011101010
faltase				10100011101011
desdichado;				10101101100101
Alejandro				10010010001110
voluntad»;				10010010001111
tengamos				10001001100101
negros;				10010010001101
