Cantidad de simbolos = 4153
Longitud media = 9.355229149593251
Rendimiento = 0.9953819652238401
Redundancia = 0.004618034776159852

Diccionario de Codificación por Shannon-Fano

SIMBOLO				CODIFICACION
ellas.				11010011101101
-Estoy				11010011101110
-¡No,				11010011101111
pertrechos,				11010011110000
ofreciere,				11010011110001
acabamos				11010011110010
descolgándose				11010011110011
olvidándose				11010011110100
piden				11010011110101
ponga				11010011110110
enclavijadas				11010011110111
mancebo				11010011111000
apearse				11010011111001
salutación				11010011111010
comodidad;				11010011111011
fue,				11010011111100
era;				11010011111101
venturosa				1101001111111
intereses				11010100000000
merecía				11010100000001
esperaba.				11010100000010
hacen				11010100000011
carecieron				11010100000100
rienda,				11010100000101
María				11010100000110
letras...,				11010100000111
honesto				11010100001000
tuyo				11010100001001
desprecias;				11010100001010
cargaba				11010100001011
haberse				11010100001100
estarse				11010100001101
éstas				11010100001110
número,				11010100001111
hallaréis				11010100010000
priesa,				11010100010001
Venecia,				11010100010010
ausente				11010100010011
arrepentimiento.				11010100010100
ordena				11010100010101
allegados				11010100010110
advertía				11010100010111
reñida				11010100011000
fenecer,				11010100011001
madura				11010100011010
hace,				11010100011011
ejercitan				11010100011100
quite				11010100011101
convendrá				1101010001111
ditado,				11010100100000
portezuelo				11010100100001
allá				11010100100010
acomodé				11010100100011
sabéis				11010100100100
industria,				11010100100101
ésta;				11010100100110
cabreros,				11010100100111
Perdióse,				11010100101000
pecado,				11010100101001
oyéndolo				11010100101010
hilas,				11010100101011
«Iglesia,				11010100101100
aviso				11010100101101
-¿Sábese,				11010100101110
dirá				11010100101111
proas				11010100110000
remo,				11010100110001
razones:				11010100110010
conciencia				11010100110011
pintado,				11010100110100
costumbre				11010100110101
alzando				11010100110110
desmayada;				11010100110111
ejecución.				11010100111000
trazas				11010100111001
dispuesta.				11010100111010
romperme				11010100111011
desmayada.				11010100111100
justicia				11010100111101
desmayada,				1101010011111
convertida				11010101000000
acuerdas,				11010101000001
socorrida,				11010101000010
pecados				11010101000011
Micomicona				11010101000100
meses				11010101000101
volvió.				11010101000110
ellas;				11010101000111
tropa				11010101001000
rostro;				11010101001001
solos				11010101001010
juraba				11010101001011
fuente.				11010101001100
acaecimientos				11010101001101
siente				11010101001110
asombrado.				11010101001111
lastimosa				11010101010000
asombrado,				11010101010001
desventurado				11010101010010
encargándonos				11010101010011
sirve				11010101010100
quitó,				11010101010101
desembarcadero,				11010101010110
gritando				11010101010111
cosa.				11010101011000
aparato				11010101011001
Llegó,				11010101011010
vinieron				11010101011011
permitiese				11010101011100
conversación				11010101011101
alborotes,				1101010101111
obedecían,				11010101100000
fanales.				11010101100001
defendían				11010101100010
desmayado				11010101100011
impida				11010101100100
yedra,				11010101100101
procuraré				11010101100110
ricos,				11010101100111
tampoco				11010101101000
semejante,				11010101101001
lloraba,				11010101101010
mano.				11010101101011
cumplido.				11010101101100
lléguese				11010101101101
colegir				11010101101110
bendición,				11010101101111
-Dejadme,				11010101110000
tomen;				11010101110001
marqués				11010101110010
persuadir				11010101110011
suyas,				11010101110100
Sí,				11010101110101
alborotado,				11010101110110
respondiese;				11010101110111
descanso,				11010101111000
desear				11010101111001
espanto,				11010101111010
presa				11010101111011
detrás				11010101111100
respondiese,				11010101111101
Sancho-:				1101010111111
Italia.				11010110000000
ducados;				11010110000001
semejantes				11010110000010
Sancho-;				11010110000011
esperaban				11010110000100
mandaba,				11010110000101
«-Hijos,				11010110000110
Sancho-.				11010110000111
estaban;				11010110001000
aproveche.				11010110001001
próspero				11010110001010
beldad				11010110001011
estuvieron				11010110001100
esperaba;				11010110001101
miedo				11010110001110
Diego				11010110001111
mano;				11010110010000
yerros;				11010110010001
talle,				11010110010010
acariciar				11010110010011
hallo				11010110010100
pasajero				11010110010101
llanto,				11010110010110
imposible;				11010110010111
Santidad				11010110011000
ducados,				11010110011001
tiernas				11010110011010
Llegada,				11010110011011
pagados				11010110011100
reían				11010110011101
cansancio.				1101011001111
(en				11010110100000
Dame				11010110100001
lienzo				11010110100010
donaire:				11010110100011
paja				11010110100100
-Vístesos				11010110100101
generoso,				11010110100110
siglos				11010110100111
desigualdad				11010110101000
malandrín,				11010110101001
milagroso,				11010110101010
persuadieron				11010110101011
casaca				11010110101100
congojóse				11010110101101
¡zas!,				11010110101110
debéis				11010110101111
corrillos				11010110110000
camaranchón				11010110110001
Estando				11010110110010
sucedía				11010110110011
-señalando				11010110110100
pluma				11010110110101
oídos				11010110110110
gaudeamus				11010110110111
sigue.				11010110111000
vais,				11010110111001
escuchando				11010110111010
Parecióle				11010110111011
teniéndole				11010110111100
horadación				11010110111101
vencido				1101011011111
varas;				11010111000000
nubes				11010111000001
eterna,				11010111000010
borrarle				11010111000011
-Venciste,				11010111000100
galeras				11010111000101
legua				11010111000110
Palía,				11010111000111
chimenea,				11010111001000
respondido,				11010111001001
importancia				11010111001010
priora				11010111001011
trabados				11010111001100
sirviese				11010111001101
desusados				11010111001110
quedará				11010111001111
sabrás				11010111010000
andadura,				11010111010001
comedida				11010111010010
corrían				11010111010011
manta				11010111010100
espectáculo				11010111010101
Satanás.				11010111010110
ejército,				11010111010111
ante				11010111011000
Satanás;				11010111011001
costase				11010111011010
tenido.				11010111011011
defienden				11010111011100
tenido,				11010111011101
hacía;				1101011101111
juntado				11010111100000
castillo				11010111100001
¡ay!,				11010111100010
dormir,				11010111100011
enciende				11010111100100
cumplida,				11010111100101
dilatas				11010111100110
acostasen,				11010111100111
dificultosas,				11010111101000
Contemplábase				11010111101001
habréis				11010111101010
imaginar				11010111101011
cierta				11010111101100
Mudé				11010111101101
porfiados,				11010111101110
gastalla.				11010111101111
lleva.				11010111110000
beso,				11010111110001
fortaleza,				11010111110010
infinidad				11010111110011
embrazado				11010111110100
escoger				11010111110101
peleando				11010111110110
disparatado.				11010111110111
acabando				11010111111000
principal				11010111111001
delante;				11010111111010
tomándola				11010111111011
vidas.				11010111111100
cofres				11010111111101
deseos				1101011111111
respiro,				11011000000000
cantaron				11011000000001
sola.				11011000000010
estaba.				11011000000011
hambre				11011000000100
mojicones				11011000000101
acompañaremos				11011000000110
Pidió,				11011000000111
referidas;				11011000001000
desdenes				11011000001001
des				11011000001010
Dios!				11011000001011
común,				11011000001100
verdadera,				11011000001101
hable				11011000001110
desventuras				11011000001111
corté				11011000010000
milo				11011000010001
aguardar				11011000010010
pase				11011000010011
decirles				11011000010100
concedérsele,				11011000010101
di,				11011000010110
consideración				11011000010111
escudero,				11011000011000
siguiente,				11011000011001
venidero				11011000011010
dádivas.				11011000011011
desventura.				11011000011100
Suspendió				11011000011101
culpa,				1101100001111
plazas.				11011000100000
desventura,				11011000100001
alabanza;				11011000100010
tristezas				11011000100011
incitó				11011000100100
Prosupuesta,				11011000100101
transformaciones				11011000100110
enemigo,				11011000100111
doy;				11011000101000
rigor				11011000101001
suplico				11011000101010
adora,				11011000101011
Diole				11011000101100
Piamonte;				11011000101101
resistir,				11011000101110
alto,				11011000101111
entrañas				11011000110000
cerrado				11011000110001
enemigo;				11011000110010
Siendo,				11011000110011
sillón				11011000110100
acudiendo				11011000110101
halléme				11011000110110
caminan				11011000110111
forzándose				11011000111000
llorar				11011000111001
merece				11011000111010
duda,				11011000111011
juntarse				11011000111100
Contóles				11011000111101
daño				1101100011111
locura				11011001000000
considerase				11011001000001
joya,				11011001000010
resplandor				11011001000011
eres.				11011001000100
Sin				11011001000101
recién				11011001000110
sobra				11011001000111
Navarino,				11011001001000
estotro				11011001001001
tierno				11011001001010
borceguíes				11011001001011
galán				11011001001100
mayores.				11011001001101
ello:				11011001001110
jineta,				11011001001111
misa				11011001010000
conocido,				11011001010001
Quítenseme				11011001010010
mayores,				11011001010011
hombre.				11011001010100
vendré				11011001010101
brocado,				11011001010110
virtud,				11011001010111
virtud.				11011001011000
lengua				11011001011001
sosiegue,				11011001011010
ayudador				11011001011011
tiernos				11011001011100
decirle.				11011001011101
sabes				1101100101111
encantamento;				11011001100000
mangas,				11011001100001
¿cuán				11011001100010
joyas				11011001100011
¿cuál				11011001100100
descolorido				11011001100101
muslos,				11011001100110
semblante,				11011001100111
camino;				11011001101000
palmo				11011001101001
banco				11011001101010
patria				11011001101011
Sean,				11011001101100
oficio				11011001101101
cosarios,				11011001101110
apriesa,				11011001101111
comedimiento				11011001110000
Florencia.				11011001110001
agradecida				11011001110010
Pío				11011001110011
sería				11011001110100
miento;				11011001110101
cuáles				11011001110110
podrían				11011001110111
religión				11011001111000
oídos?				11011001111001
libre				11011001111010
inconveniente,				11011001111011
ciudadano,				11011001111100
piedras				11011001111101
¿por				1101100111111
gobernar				11011010000000
-Vos				11011010000001
acaba				11011010000010
otra,				11011010000011
escrito,				11011010000100
necio				11011010000101
uso				11011010000110
ofrecer				11011010000111
recebida				11011010001000
conocieron				11011010001001
ajeno				11011010001010
gozar				11011010001011
campo,				11011010001100
escogiendo				11011010001101
garbeare				11011010001110
-A				11011010001111
Murieron				11011010010000
sabe,				11011010010001
límites				11011010010010
bonete				11011010010011
senos				11011010010100
trecho				11011010010101
cruzadas				11011010010110
merecimientos.				11011010010111
trabándole				11011010011000
-y				11011010011001
conseguir				11011010011010
juventud;				11011010011011
rieron,				11011010011100
rayos				11011010011101
materia				1101101001111
anima				11011010100000
extranjeros				11011010100001
-Eso				11011010100010
conocimiento				11011010100011
acompañados				11011010100100
-¿Vienen				11011010100101
palabras,				11011010100110
-Levántese				11011010100111
impelió				11011010101000
venecianos,				11011010101001
blanco,				11011010101010
sonetos,				11011010101011
estandarte				11011010101100
35:				11011010101101
dieron.				11011010101110
tendrás				11011010101111
suerte:				11011010110000
todo;				11011010110001
turbando				11011010110010
36:				11011010110011
murió				11011010110100
redonda				11011010110101
rogaré				11011010110110
todo.				11011010110111
-Como				11011010111000
volved				11011010111001
Mancha,				11011010111010
verdadero,				11011010111011
tamaña				11011010111100
dicho;				11011010111101
sirven;				1101101011111
artillería¡				11011011000000
compró				11011011000001
dicho.				11011011000010
37:				11011011000011
hombros				11011011000100
tiempo:				11011011000101
León				11011011000110
distintamente,				11011011000111
pobreza,				11011011001000
embestir				11011011001001
afligido,				11011011001010
bogasen				11011011001011
detuvo,				11011011001100
38:				11011011001101
aldea				11011011001110
continente,				11011011001111
cristiandad				11011011010000
arena				11011011010001
Fernández				11011011010010
39:				11011011010011
tenerla				11011011010100
sostener				11011011010101
metamorfóseo				11011011010110
Consolóse				11011011010111
mentira				11011011011000
gozosos				11011011011001
deshiciese				11011011011010
arrepentido				11011011011011
rebellín				11011011011100
defraudaros				11011011011101
-Decidme,				1101101101111
captiva,				11011011100000
procedió				11011011100001
romanos				11011011100010
ahora,				11011011100011
vientre;				11011011100100
hijos				11011011100101
loco;				11011011100110
joyas,				11011011100111
serenísimo				11011011101000
nadie;				11011011101001
loco?				11011011101010
entregó				11011011101011
serviros.				11011011101100
malencónico				11011011101101
aguardando				11011011101110
gustó				11011011101111
premian				11011011110000
¡Voto...				11011011110001
desesperados				11011011110010
va;				11011011110011
rodeaban				11011011110100
volvamos				11011011110101
monja;				11011011110110
-No,				11011011110111
haciendo				11011011111000
cortesía.				11011011111001
impedimento				11011011111010
tropezando				11011011111011
arrobas				11011011111100
amaneció,				11011011111101
gozasen				1101101111111
cortar				11011100000000
quince				11011100000001
responderles;				11011100000010
asiento,				11011100000011
¿Cómo				11011100000100
proprio,				11011100000101
servido;				11011100000110
ocasión,				11011100000111
consejo				11011100001000
acabado,				11011100001001
ciencia				11011100001010
matar,				11011100001011
hermanos,				11011100001100
recibieron,				11011100001101
sirve.				11011100001110
decirlo;				11011100001111
vacío,				11011100010000
movida				11011100010001
entrado				11011100010010
estómago,				11011100010011
monjío,				11011100010100
conviene				11011100010101
acabadme				11011100010110
vello				11011100010111
lengua,				11011100011000
suspensos,				11011100011001
bien.				11011100011010
sábanas.				11011100011011
embestido,				11011100011100
movido				11011100011101
entrada				1101110001111
seguro;				11011100100000
sotilmente				11011100100001
amor,				11011100100010
turcos,				11011100100011
botanas				11011100100100
defender				11011100100101
Tan				11011100100110
promesa				11011100100111
alimentado				11011100101000
moreno				11011100101001
aderezarles				11011100101010
cubierta.				11011100101011
gusta				11011100101100
aventajaron				11011100101101
raíces.				11011100101110
tuvieren				11011100101111
veo				11011100110000
empleada				11011100110001
espacioso,				11011100110010
pizmienta				11011100110011
ruego,				11011100110100
peregrino				11011100110101
valerosa				11011100110110
espantó				11011100110111
talle				11011100111000
téngale				11011100111001
Chipre,				11011100111010
aseguró				11011100111011
rompió				11011100111100
caldero				11011100111101
cubría,				1101110011111
guerrero				11011101000000
muerto.				11011101000001
cubría.				11011101000010
muerto,				11011101000011
mudado				11011101000100
Alejandría				11011101000101
diablo				11011101000110
abrió,				11011101000111
hubiesen				11011101001000
mozo-;				11011101001001
congoja				11011101001010
¡mirad				11011101001011
acabaste				11011101001100
cristiano.				11011101001101
cenó				11011101001110
desheredada				11011101001111
acullá,				11011101010000
ajeno,				11011101010001
fuíme				11011101010010
permite				11011101010011
estar,				11011101010100
Maritornes,				11011101010101
ayudábala				11011101010110
Maritornes.				11011101010111
molde!				11011101011000
palmos				11011101011001
creído				11011101011010
amores				11011101011011
alegrías,				11011101011100
repentina				11011101011101
envuelto				1101110101111
cimitarra!				11011101100000
igualar:				11011101100001
Al				11011101100010
hubiese.				11011101100011
representaría				11011101100100
preámbulo				11011101100101
mozo-,				11011101100110
borla				11011101100111
arnaúte				11011101101000
prosigue				11011101101001
oyeron				11011101101010
igualar,				11011101101011
suspiros				11011101101100
caminallas,				11011101101101
estrago				11011101101110
esto;				11011101101111
sustenta.				11011101110000
podían),				11011101110001
alturas,				11011101110010
reinar				11011101110011
sobrepujaran				11011101110100
-Tampoco				11011101110101
pensó				11011101110110
acogida				11011101110111
remedie				11011101111000
dándole				11011101111001
habría				11011101111010
real»,				11011101111011
conciencia.				11011101111100
venía				11011101111101
también,				1101110111111
anoche				11011110000000
desasosiego,				11011110000001
suspiro,				11011110000010
hacerle				11011110000011
echándonos				11011110000100
Había				11011110000101
Extraño				11011110000110
mora.				11011110000111
parabién				11011110001000
Es				11011110001001
mandándome				11011110001010
hiciésemos				11011110001011
dejadme				11011110001100
fuertemente,				11011110001101
¡Ciertos				11011110001110
Sanchuelo,				11011110001111
rico				11011110010000
nabo!				11011110010001
hacerla				11011110010010
mismísimos				11011110010011
voy				11011110010100
más;				11011110010101
deshecho,				11011110010110
andantes,				11011110010111
vestida,				11011110011000
palmo,				11011110011001
costosa				11011110011010
linda				11011110011011
ofender				11011110011100
deseaban,				11011110011101
huevos				1101111001111
mozo?				11011110100000
cenar,				11011110100001
desparecían				11011110100010
más.				11011110100011
legítima				11011110100100
valor,				11011110100101
pesquería				11011110100110
aventurando				11011110100111
tinelo,				11011110101000
creía,				11011110101001
puestos				11011110101010
ganarla,				11011110101011
baptizalla				11011110101100
leído				11011110101101
rabia,				11011110101110
calle;				11011110101111
mora?				11011110110000
mora:				11011110110001
derramarme				11011110110010
trescientos				11011110110011
arremetió				11011110110100
éramos				11011110110101
sentimiento,				11011110110110
estúvose				11011110110111
Génova,				11011110111000
paga,				11011110111001
Génova.				11011110111010
declaraba				11011110111011
honre				11011110111100
vestir				11011110111101
fines,				1101111011111
negándome				11011111000000
Génova;				11011111000001
llevar;				11011111000010
indigestiones				11011111000011
callando				11011111000100
visitar				11011111000101
instrumentos				11011111000110
notorio				11011111000111
gustoso,				11011111001000
benditos				11011111001001
toma				11011111001010
sustentarme				11011111001011
cosario,				11011111001100
Fin,				11011111001101
remediará				11011111001110
Zoraida,				11011111001111
oyó,				11011111010000
versado				11011111010001
molimiento				11011111010010
despavorido,				11011111010011
caso,				11011111010100
intensa				11011111010101
mía?				11011111010110
Pobre,				11011111010111
curiosidad				11011111011000
descubridor				11011111011001
mía;				11011111011010
mía.				11011111011011
dadivoso,				11011111011100
cuello;				11011111011101
ventanas				1101111101111
bastaba				11011111100000
ocupado				11011111100001
escribir				11011111100010
hacia,				11011111100011
temía				11011111100100
pedían				11011111100101
Felipe;				11011111100110
pudieran				11011111100111
andar				11011111101000
descabezado				11011111101001
monsiur				11011111101010
media				11011111101011
-Basta				11011111101100
ni,				11011111101101
atraer				11011111101110
aranceles				11011111101111
contenía				11011111110000
dichosa				11011111110001
bañados				11011111110010
remediar				11011111110011
necesidad,				11011111110100
casos				11011111110101
medir				11011111110110
desviándose				11011111110111
medio				11011111111000
creían				11011111111001
estratagemas,				11011111111010
polilla				11011111111011
encubría,				11011111111100
brava				11011111111101
Duró				1101111111111
intento				11100000000000
ventana,				11100000000001
cenase;				11100000000010
destruir				11100000000011
municiones				11100000000100
ayuda				11100000000101
entrando				11100000000110
Cuando				11100000000111
pedía.				11100000001000
debes,				11100000001001
pedía,				11100000001010
fortifica				11100000001011
agraciada,				11100000001100
reino;				11100000001101
Hamet,				11100000001110
cartas,				11100000001111
amoroso				11100000010000
mías,				11100000010001
amigos				11100000010010
Callaban				11100000010011
acertara				11100000010100
-Verdaderamente,				11100000010101
borracho,				11100000010110
Prosiguiendo				11100000010111
rodillas,				11100000011000
junto,				11100000011001
humildad				11100000011010
siguió				11100000011011
sentidos;				11100000011100
cuarenta				11100000011101
derramado				1110000001111
corazón,				11100000100000
pensar,				11100000100001
Navarino				11100000100010
echa				11100000100011
derramada				11100000100100
junto;				11100000100101
mengüe				11100000100110
volváis,				11100000100111
hallara				11100000101000
pasamaques,				11100000101001
silla				11100000101010
presencia				11100000101011
cuál				11100000101100
estudiante,				11100000101101
hallas,				11100000101110
darles				11100000101111
cuán				11100000110000
corporales				11100000110001
caminos,				11100000110010
Oyendo				11100000110011
visto;				11100000110100
reciben,				11100000110101
cualquiera				11100000110110
grado,				11100000110111
estimo				11100000111000
cristiandad,				11100000111001
mueven				11100000111010
designio				11100000111011
abrazo				11100000111100
humilde,				11100000111101
entiende				1110000011111
decidme,				11100001000000
Figura				11100001000001
sepamos				11100001000010
espere				11100001000011
merecen				11100001000100
Guadalajara,				11100001000101
sacadas				11100001000110
reino,				11100001000111
prenda				11100001001000
Indias,				11100001001001
entiendo				11100001001010
contentaba				11100001001011
aquello,				11100001001100
éstos:				11100001001101
merece,				11100001001110
no.				11100001001111
generales				11100001010000
Teníala				11100001010001
salí				11100001010010
V,				11100001010011
memoria.				11100001010100
sentida,				11100001010101
llamándonos				11100001010110
quiera.				11100001010111
habrás				11100001011000
valentía				11100001011001
luenga				11100001011010
luengo				11100001011011
remedio.				11100001011100
Un				11100001011101
amigo;				1110000101111
grande.				11100001100000
color				11100001100001
pensaba;				11100001100010
huir				11100001100011
ayer				11100001100100
Caballero				11100001100101
ejecutallos				11100001100110
levanta				11100001100111
cintura;				11100001101000
Vi				11100001101001
pensaba,				11100001101010
presentes.				11100001101011
Aguilar				11100001101100
sábanas				11100001101101
monstruos				11100001101110
amigo.				11100001101111
presentes,				11100001110000
Volvimos				11100001110001
¡ay!				11100001110010
admirándose				11100001110011
tristísimo				11100001110100
pretendo,				11100001110101
cualificada				11100001110110
Poco				11100001110111
cautivos,				11100001111000
vender,				11100001111001
risa				11100001111010
Sancho?				11100001111011
gustara				11100001111100
Femando,				11100001111101
casas»;				1110000111111
Sancho:				11100010000000
pies,				11100010000001
estuvimos				11100010000010
conjeturar				11100010000011
quisiera;				11100010000100
almalafa,				11100010000101
afortunada.				11100010000110
Madre				11100010000111
aplacar				11100010001000
árbol,				11100010001001
herir				11100010001010
compasión,				11100010001011
instrumento				11100010001100
alcancé				11100010001101
estarían				11100010001110
Lléguese,				11100010001111
rogaste				11100010010000
amáis,				11100010010001
Otro				11100010010010
Ya				11100010010011
Pidió				11100010010100
vuelva				11100010010101
congojaban				11100010010110
usa;				11100010010111
casa),				11100010011000
aventureros				11100010011001
Yo				11100010011010
seáis				11100010011011
junten				11100010011100
vuelo				11100010011101
puesta;				1110001001111
vía				11100010100000
agradable				11100010100001
fe,				11100010100010
Sosegados				11100010100011
perdióse				11100010100100
humo				11100010100101
perdición.				11100010100110
pudiérase				11100010100111
Dentro				11100010101000
leal,				11100010101001
presente,				11100010101010
vuelta				11100010101011
pondré				11100010101100
tahelí				11100010101101
usar				11100010101110
montañas				11100010101111
bigotes				11100010110000
intención				11100010110001
rotos				11100010110010
cenaron				11100010110011
-¿No				11100010110100
Viéndose,				11100010110101
corteses				11100010110110
estén				11100010110111
fuerza.				11100010111000
fuerza,				11100010111001
aventurero,				11100010111010
sentáronse				11100010111011
pesar				11100010111100
ausencia.				11100010111101
«Mi				1110001011111
visto,				11100011000000
podremos				11100011000001
visto.				11100011000010
sabemos,				11100011000011
concluido.				11100011000100
obligó				11100011000101
empleada:				11100011000110
comenzaron				11100011000111
vagamundo,				11100011001000
juntar				11100011001001
huirse				11100011001010
arcabucería,				11100011001011
Anselmo;				11100011001100
Gonzalo				11100011001101
estáis				11100011001110
aplace,				11100011001111
derribé				11100011010000
deltas				11100011010001
conociese,				11100011010010
trataba				11100011010011
confirmada				11100011010100
oyó				11100011010101
sirviendo				11100011010110
remate				11100011010111
número				11100011011000
vaguidos				11100011011001
guardador.				11100011011010
gala				11100011011011
vivientes				11100011011100
prometía,				11100011011101
llevando				1110001101111
públicamente				11100011100000
condición,				11100011100001
sentimientos,				11100011100010
deseaba,				11100011100011
grandeza,				11100011100100
impedía				11100011100101
prometiendo				11100011100110
sonrieron;				11100011100111
cayendo				11100011101000
diga				11100011101001
Zanoguera,				11100011101010
suceso.				11100011101011
suceso,				11100011101100
adargas,				11100011101101
alcanzaba,				11100011101110
disparar				11100011101111
abajo,				11100011110000
agradecida,				11100011110001
brevedad				11100011110010
apostura				11100011110011
creyera				11100011110100
habló				11100011110101
hubieran				11100011110110
desampararme,				11100011110111
hacían.				11100011111000
dadas				11100011111001
justos				11100011111010
viesen				11100011111011
vasallos,				11100011111100
llega				11100011111101
soltaron				1110001111111
otomana				11100100000000
dichoso,				11100100000001
familiar				11100100000010
dada;				11100100000011
actos				11100100000100
Quinto,				11100100000101
esperaba				11100100000110
cumplille				11100100000111
da				11100100001000
maestro				11100100001001
siéndolo				11100100001010
freír				11100100001011
sujeto				11100100001100
leerla,				11100100001101
recompensa				11100100001110
miserables,				11100100001111
derecha,				11100100010000
cena,				11100100010001
sujeta				11100100010010
pecador,				11100100010011
permitir				11100100010100
Nápoles				11100100010101
raro				11100100010110
vense				11100100010111
providencia				11100100011000
profesión				11100100011001
llego				11100100011010
caballero-;				11100100011011
trance				11100100011100
mayor,				11100100011101
-Vuestra				1110010001111
leyó				11100100100000
pensada				11100100100001
mangas				11100100100010
fortificó				11100100100011
veo.				11100100100100
manos.				11100100100101
gastaban,				11100100100110
dice:				11100100100111
mostrasen,				11100100101000
partes:				11100100101001
intervenga				11100100101010
lamentable				11100100101011
alguno;				11100100101100
defenderse				11100100101101
esposa				11100100101110
cenar				11100100101111
pedía				11100100110000
espíritus,				11100100110001
conserve				11100100110010
mitad,				11100100110011
revés,				11100100110100
claro				11100100110101
quisiere.				11100100110110
pensaba				11100100110111
Leonela-,				11100100111000
acabarse				11100100111001
alguno,				11100100111010
hiciste,				11100100111011
monarquías,				11100100111100
ministros				11100100111101
alguno.				1110010011111
admíteme				11100101000000
Resolvióse,				11100101000001
mentiroso.				11100101000010
manteles,				11100101000011
ducados				11100101000100
género				11100101000101
voluntad:				11100101000110
voluntad.				11100101000111
portal				11100101001000
pareciéndome				11100101001001
propuesto».				11100101001010
Don				11100101001011
atravesaba				11100101001100
ir				11100101001101
portería				11100101001110
rodeos				11100101001111
precias				11100101010000
suelto,				11100101010001
ves,				11100101010010
maravillaría				11100101010011
regia,				11100101010100
acompañamos;				11100101010101
robusto				11100101010110
encubiertos				11100101010111
coraje				11100101011000
vestía				11100101011001
golpes,				11100101011010
poderlo				11100101011011
testigo,				11100101011100
quisieron				11100101011101
letrados.				1110010101111
brevemente.				11100101100000
letrados;				11100101100001
coral;				11100101100010
amenazas				11100101100011
navegue,				11100101100100
llamamos				11100101100101
eminente				11100101100110
Embarquéme				11100101100111
pertrechos				11100101101000
juntas.				11100101101001
perdieron,				11100101101010
tarde,				11100101101011
rasa,				11100101101100
llena				11100101101101
sentencias				11100101101110
poderle				11100101101111
agora				11100101110000
gritos				11100101110001
sacó				11100101110010
jornada				11100101110011
pudiese,				11100101110100
hermano,				11100101110101
sea,				11100101110110
milagros,				11100101110111
hermano?				11100101111000
dada				11100101111001
amenazan				11100101111010
justas				11100101111011
rodela				11100101111100
amenaza?				11100101111101
acontecido				1110010111111
rayo				11100110000000
bocados,				11100110000001
barbero.				11100110000010
grito:				11100110000011
juntase				11100110000100
somos				11100110000101
Oria,				11100110000110
aborrece				11100110000111
juzgue				11100110001000
hiciste				11100110001001
hermanos				11100110001010
pólvora				11100110001011
nombre				11100110001100
Oria;				11100110001101
pieza,				11100110001110
dolorosos				11100110001111
humanas,				11100110010000
quedo,				11100110010001
Alba				11100110010010
atrevido				11100110010011
regida				11100110010100
señales,				11100110010101
agraciado				11100110010110
turquesca				11100110010111
moros,				11100110011000
ginovesa				11100110011001
soltarse				11100110011010
descanso				11100110011011
sea;				11100110011100
pareciéndole				11100110011101
seco				1110011001111
valía				11100110100000
halló,				11100110100001
quisístelo				11100110100010
correr				11100110100011
ejercicio;				11100110100100
desdichadas				11100110100101
invenerable				11100110100110
querría,				11100110100111
Selim				11100110101000
turbación				11100110101001
esperar,				11100110101010
acabase.				11100110101011
iguale				11100110101100
leventes				11100110101101
ahí				11100110101110
alegres				11100110101111
preguntarles				11100110110000
Mis				11100110110001
alcanzaron				11100110110010
daga				11100110110011
estropeado				11100110110100
quedan				11100110110101
desdichada.				11100110110110
merecido				11100110110111
igualarse				11100110111000
negocio;				11100110111001
echarle				11100110111010
sobras				11100110111011
saliese				11100110111100
dél,				11100110111101
suspirar,				1110011011111
antifaces,				11100111000000
consumido				11100111000001
Micomicona;				11100111000010
desmayo				11100111000011
quito				11100111000100
pelea,				11100111000101
considera,				11100111000110
ausentasen				11100111000111
menos;				11100111001000
hubieron				11100111001001
tuya;				11100111001010
estudios				11100111001011
Barbarroja,				11100111001100
madre,				11100111001101
Barbarroja.				11100111001110
pesadumbre				11100111001111
ayuda,				11100111010000
distributiva				11100111010001
cerrasen				11100111010010
últimamente				11100111010011
alcanzarle				11100111010100
máquina,				11100111010101
mañana				11100111010110
claros				11100111010111
pura				11100111011000
árbol				11100111011001
ladrón				11100111011010
quisiera				11100111011011
menor,				11100111011100
reír				11100111011101
caber				1110011101111
escucharon,				11100111100000
dama,				11100111100001
apretó				11100111100010
castellano:				11100111100011
verdaderamente;				11100111100100
rigurosas				11100111100101
componerse.				11100111100110
tenida				11100111100111
cuándo				11100111101000
ginoveses				11100111101001
linaje,				11100111101010
ejercicio,				11100111101011
verdaderamente,				11100111101100
acabasen				11100111101101
Ahora				11100111101110
mezquino				11100111101111
sacos				11100111110000
dama				11100111110001
juntó				11100111110010
esperando				11100111110011
desenvainada				11100111110100
quedaron),				11100111110101
justo				11100111110110
atienen,				11100111110111
dar,				11100111111000
razón,				11100111111001
permitiendo				11100111111010
decírselo				11100111111011
cortando				11100111111100
Loba,				11100111111101
vieron				1110011111111
guarden.				11101000000000
criatura;				11101000000001
casa;				11101000000010
quisiese,				11101000000011
raros				11101000000100
tendrían				11101000000101
milanés,				11101000000110
pensamientos,				11101000000111
Lotario.				11101000001000
vencer				11101000001001
esclava;				11101000001010
siglos,				11101000001011
acompañaban				11101000001100
ayudar				11101000001101
levantado				11101000001110
espía,				11101000001111
bronce				11101000010000
tuyos				11101000010001
corrido				11101000010010
semejante				11101000010011
intricado				11101000010100
acostado				11101000010101
veréis				11101000010110
izquierdo				11101000010111
faltase				11101000011000
desdichado;				11101000011001
Alejandro				11101000011010
voluntad»;				11101000011011
tengamos				11101000011100
negros;				11101000011101
